id,Regioviz_item,Theme,Name,Unit,id1,id2,Formula,Year,Data_source,Last_update,Methodology,Methodology.1,URL
JEUNACT,Indicateur,Structures démographiques,Ratio 0-24 / 25-64 ans (renouvellement des actifs),%,POP_LT25,POP_2564,id1/id2*100,2016.0,"Eurostat
(Table demo_r_pjangrp3)",2017-09-08,"L'indice de renouvellement des actifs exprime le ratio entre la population âgée de 0 à 24 ans et la population âgée de 25 à 64 ans.
Eurostat collecte des données provenant des États membres de l’?Union européenne et d?autres pays participant à son opération de collecte de données démographiques sur la situation de la population au 1er janvier de chaque année. La définition recommandée est celle de la « population de résidents habituels », laquelle représente le nombre d?habitants d’?une zone donnée au 1er janvier de l?’année concernée (ou, dans certains cas, au 31 décembre de l?’année précédente).",L'indice de renouvellement des actifs exprime le ratio entre la population âgée de 0 à 24 ans et la population âgée de 25 à 64 ans.,
JEUNACT10,Indicateur,Structures démographiques,Ratio 0-24 / 55-64 ans (renouvellement des actifs d'ici 10 ans),%,POP_1524,POP_5564,id1/id2*100,2016.0,"Eurostat
(Table demo_r_pjangrp3)",2017-09-08,"L'indice de renouvellement des actifs dans les 10 ans à venir exprime le ratio entre la population âgée de 15 à 24 ans et la population âgée  de 55 à 64 ans.
Eurostat collecte des données provenant des États membres de l’?Union européenne et d?autres pays participant à son opération de collecte de données démographiques sur la situation de la population au 1er janvier de chaque année. La définition recommandée est celle de la « population de résidents habituels », laquelle représente le nombre d?habitants d’?une zone donnée au 1er janvier de l?’année concernée (ou, dans certains cas, au 31 décembre de l?’année précédente).",L'indice de renouvellement des actifs dans les 10 ans à venir exprime le ratio entre la population âgée de 15 à 24 ans et la population âgée  de 55 à 64 ans.,
VIEUACT,Indicateur,Structures démographiques,Ratio 65 ans et plus / 25-64 ans (pression sur financement des retraites),%,POP_GE65,POP_2564,id1/id2*100,2016.0,"Eurostat
(Table demo_r_pjangrp3)",2017-09-08,"L'indice de pression sur le financement des retraites exprime le ratio entre la population âgée de 65 ans et plus et la population âgée de 25 à 64 ans.
Eurostat collecte des données provenant des États membres de l’?Union européenne et d?autres pays participant à son opération de collecte de données démographiques sur la situation de la population au 1er janvier de chaque année. La définition recommandée est celle de la « population de résidents habituels », laquelle représente le nombre d?habitants d’?une zone donnée au 1er janvier de l?’année concernée (ou, dans certains cas, au 31 décembre de l?’année précédente).",L'indice de pression sur le financement des retraites exprime le ratio entre la population âgée de 65 ans et plus et la population âgée de 25 à 64 ans.,
RT_CHOM_FEM,Stock,,Taux de chômage des femmes,%,CHOM_FEM,ACT_FEM,id1/id2*100,2015.0,,,,,
RT_CHOM_MAL,Stock,,Taux de chômage des hommes,%,CHOM_MAL,ACT_MAL,id1/id2*100,2015.0,,,,,
CHOM_1574,Stock,,Chômeurs agés de 15 à 74 ans,Habitants,,,1000,2016.0,,,,,
CHOM_1524,Stock,,Chômeurs agés de 15 à 24 ans,Habitants,,,1000,2013.0,,,,,
CHOM_LONG,Stock,,Chômeurs de longue durée,Habitants,,,1000,2014.0,,,,,
CHOM_FEM,Stock,,Chômeurs, femmes,Habitants,,,1000.0,2015,,,,
CHOM_MAL,Stock,,Chômeurs, hommes,Habitants,,,1000.0,2015,,,,
EMP_2564,Stock,,Personnes employées âgées de 25 à 64 ans,Habitants,,,1000,2016.0,,,,,
ACT_1574,Stock,,Actifs âgés de 15 à 74 ans,Habitants,,,1000,2016.0,,,,,
ACT_1524,Stock,,Actifs âgés de 15 à 24 ans,Habitants,,,1000,2013.0,,,,,
ACT_LONG,Stock,,Actifs,Habitants,,,1000,2014.0,,,,,
ACT_2564,Stock,,Actifs âgés de de 25 à 64 ans,Habitants,,,1000,2016.0,,,,,
ACT_FEM,Stock,,Actifs, femmes,Habitants,,,1000.0,2015,,,,
ACT_MAL,Stock,,Actifs, hommes,Habitants,,,1000.0,2015,,,,
ENSSUP_2564,Stock,,Population âgée de 25 à 64 ans ayant achevé avec succès des études de l?enseignement supérieur,Habitants,,,1,2016.0,,,,,
Y25.64,Stock,,Population âgée de 25 à 64 ans,Habitants,,,1,2016.0,,,,,
Y18.24_LEAV,Stock,,Jeunes de 18 à 24 ans qui ont au maximum suivi le premier cycle de l?enseignement secondaire ,Habitants,,,1,2014.0,,,,,
Y18.24,Stock,,Population âgée de 18 à 24 ans,Habitants,,,1,2014.0,,,,,
REV,Stock,,Masse de revenu,Euros,,,1000000,2014.0,,,,,
MEN,Stock,,Ménages,Ménages,,,1000000,2014.0,,,,,
EMP_PT,Stock,,Personnes employées à temps partiel,Habitants,,,1000,2016.0,,,,,
EMP_FT,Stock,,Personnes employées à temps plein,Habitants,,,1000,2016.0,,,,,
PIB,Stock,,Produit intérieur brut, en standard de pouvoir d'achat,Euros,,,1000000.0,2014,,,,
POP_PIB,Stock,,Population totale,Habitants,,,1000000,2014.0,,,,,
EMP_TERT,Stock,,Personnes employées dans le secteur tertiaire,Habitants,,,1000,2015.0,,,,,
EMP_ADM,Stock,,Personnes employées dans le secteur de reproduction sociale,Habitants,,,1000,2015.0,,,,,
EMP_HTEC,Stock,,Personnes employées dans le secteur des hautes technologies,Habitants,,,1000,2015.0,,,,,
EMP_TOTAL,Stock,,Personnes employées,Habitants,,,1000,2015.0,,,,,
EMP_T_HTEC,Stock,,Personnes employées,Habitants,,,1000,2015.0,,,,,
VA_TERTOT,Stock,,Valeur ajoutée dans le secteur tertiaire,Euros,,,1000000,2013.0,,,,,
VA_TOTAL,Stock,,Valeur ajoutée totale,Euros,,,1000000,2013.0,,,,,
BREV,Stock,,Brevets déposés,Brevets,,,1,2012.0,,,,,
POP_BREV,Stock,,Population totale,Habitants,,,1000000,2012.0,,,,,
RD_EMP,Stock,,Personnes employées dans le secteur de la R&D,Habitants,,,1,2013.0,,,,,
POP_RD_DEP,Stock,,Emploi total,Habitants,,,1,2013.0,,,,,
RD_DEP,Stock,,Dépensses en R&D,Euros,,,1000000,2013.0,,,,,
POP_RD_EMP,Stock,,Population totale,Habitants,,,1000000,2013.0,,,,,
ARTIF_AREA,Stock,,Surface artificielle,km²,,,1,2015.0,,,,,
LC_AREA,Stock,,Surface totale,km²,,,1,2015.0,,,,,
IND_LU,Stock,,Surface utilisée par les industries ayant un lourd impact pour l'environnement,km²,,,1,2015.0,,,,,
LU,Stock,,Surface utilisée totale,km²,,,1,2015.0,,,,,
POP_LT25,Stock,,Population âgée de moins de 25 ans,Habitants,,,1,2016.0,,,,,
POP_GE65,Stock,,Population âgée de plus de 65 ans,Habitants,,,1,2016.0,,,,,
POP_1524,Stock,,Population âgée de 15 à 24 ans,Habitants,,,1,2016.0,,,,,
POP_AGE_T,Stock,,Population totale,Habitants,,,1,2016.0,,,,,
POP_2564,Stock,,Population âgée de 25 à 64 ans,Habitants,,,1,2016.0,,,,,
POP_5564,Stock,,Population âgée de 55 à 64 ans,Habitants,,,1,2016.0,,,,,
N1,Territorial division,,NUTS1,,,,n1 = 0,,Eurostat,2017-09-11,Nomenclature officielle NUTS1 version 2016 : http://ec.europa.eu/eurostat/fr/web/nuts/history,Nomenclature officielle NUTS1 version 2016. ,
N12_POL,Territorial division,,Maille Infra Nationale de Décision,,,,N12_pol = 1,,UMS RIATE,2017-09-11,La Maille Infra Nationale de Décision combine les niveaux 1 et 2 de la nomenclature territoriale NUTS pour proposer un maillage territorial comparable d'un point de vue statistique et pertinent d'un point de vue de la prise de décision politique. A titre d'exemple pour la France,"La Maille Infra Nationale de Décision combine les niveaux 1 et 2 de la nomenclature territoriale NUTS pour proposer un maillage territorial comparable d'un point de vue statistique et pertinent d'un point de vue de la prise de décision politique. A titre d'exemple pour la France cela correspond aux délimitations des nouvelles régions (NUTS1 et NUTS2 pour les Départements d'Outre-Mer), pour l'Allemagne aux Länder (NUTS1), pour l'Espagne aux Communautés Autonomes (NUTS2) ou pour l'Italie aux Regione (NUTS2). ",Doc_Maille_infranationale_decision.pdf
SPAT,Study Area,,Voisinage géographique,,,,,,UMS RIATE,2017-09-11,,Les régions sont comparées aux régions dont le centre géométrique (distance de centroïde à centroïde) est situé à un pas de distance défini par l’utilisateur. Par défaut celui-ci est paramétré à 450 km.,
UNIT_SUP,Study Area,,Pays d'appartenance,,,,,,UMS RIATE,2017-09-11,Ce contexte permet de comparer toutes les entités de même appartenance territoriale entre elles. ,Ce contexte permet de comparer toutes les régions de même appartenance territoriale entre elles (restreindre la comparaison aux seules régions françaises). ,
TypoUrbN12,Study Area,N12_POL,Niveau d'urbanisation,,Maille Infra Nationale de Décision,,,,UMS RIATE,2017-09-11,"La typologie du niveau d'urbanisation prend en compte la part de la population régionale en 2000 qui réside dans une unité urbaine (Zone Morphologique Urbaine) de plus de 10 000 habitants. La série statistique est ensuite décomposée en quatre classes, correspondant à peu de choses près aux quartiles de la distribution statistique. Lorsque ce contexte est activé, la région sélectionnée est comparée aux autres régions partageant des caractéristiques similaires. Les catégories utilisées pour ce contexte sont les suivantes :
- Part de la population urbaine comprise entre 4 et 33 %
- Part de la population urbaine comprise entre 33 et 50 %
- Part de la population urbaine comprise entre 50 et 67 %
- Part de la population urbaine comprise entre 67 et 100 %","Ce filtre spatial peut être utilisé pour comparer les régions caractérisées par un niveau d’urbanisation similaire. Ces niveaux sont définis en fonction de la part de la population régionale qui réside dans une ville (UMZ > 10 000 habitants) en 2000.

Les catégories proposées sont les suivantes :
- Part de la population urbaine comprise entre 4 et 33 %
- Part de la population urbaine comprise entre 33 et 50 %
- Part de la population urbaine comprise entre 50 et 67 %
- Part de la population urbaine comprise entre 67 et 100 %",Doc_Espace_etude_urbanisation.pdf
TypoUrbN1,Study Area,N1,Niveau d'urbanisation,,NUTS1,,,,UMS RIATE,2017-09-11,"La typologie du niveau d'urbanisation prend en compte la part de la population régionale en 2000 qui réside dans une unité urbaine (Zone Morphologique Urbaine) de plus de 10 000 habitants. La série statistique est ensuite décomposée en quatre classes, correspondant à peu de choses près aux quartiles de la distribution statistique. Lorsque ce contexte est activé, la région sélectionnée est comparée aux autres régions partageant des caractéristiques similaires. Les catégories utilisées pour ce contexte sont les suivantes :
- Part de la population urbaine comprise entre 4 et 33 %
- Part de la population urbaine comprise entre 33 et 50 %
- Part de la population urbaine comprise entre 50 et 67 %
- Part de la population urbaine comprise entre 67 et 100 %","Ce filtre spatial peut être utilisé pour comparer les régions caractérisées par un niveau d’urbanisation similaire. Ces niveaux sont définis en fonction de la part de la population régionale qui réside dans une ville (UMZ > 10 000 habitants) en 2000.

Les catégories proposées sont les suivantes :
- Part de la population urbaine comprise entre 4 et 33 %
- Part de la population urbaine comprise entre 33 et 50 %
- Part de la population urbaine comprise entre 50 et 67 %
- Part de la population urbaine comprise entre 67 et 100 %",Doc_Espace_etude_urbanisation.pdf
TypoPopN12,Study Area,N12_POL,Poids démographique,,Maille Infra Nationale de Décision,,,,UMS RIATE,2017-09-11,"La typologie des masses démographiques prend en compte la population totale des régions en 2016. La série statistique est ensuite décomposée en quatre classes, correspondant à peu de choses près aux quartiles de la distribution statistique. Lorsque ce contexte est activé, la région sélectionnée est comparée aux autres régions partageant des caractéristiques similaires. Les catégories utilisés pour ce contexte sont les suivantes :
- Régions de moins de 850 000 habitants
- Régions entre 850 000 et 1 500 000 habitants
- Régions entre 1 500 000 et 2 700 000 habitants
- Régions entre 2 700 000 et 17 850 000 habitants","Ce filtre spatial peut être utilisé pour comparer les régions caractérisées par un poids démographique semblable. Il est proposé dans Regioviz afin de mieux rendre compte de l’hétérogénéité de taille démographique des mailles territoriales européennes. Il peut en effet paraître inopportun de comparer sur le même plan les valeurs régionales des îles Åland, peuplées de moins de 30 000 habitants et celle de l’Ile-de-France, peuplée de près de 13 000 000 d’habitants. Lorsque cet espace d'étude est activé, la région sélectionnée est comparée aux autres régions partageant des caractéristiques similaires.

Les catégories proposées sont les suivantes :
- Régions de moins de 850 000 habitants
- Régions entre 850 000 et 1 500 000 habitants
- Régions entre 1 500 000 et 2 700 000 habitants
- Régions entre 2 700 000 et 17 850 000 habitants",Doc_Espace_etude_masse_demo.pdf
TypoPopN1,Study Area,N1,Poids démographique,,NUTS1,,,,UMS RIATE,2017-09-11,"La typologie des masses démographiques prend en compte la population totale des régions en 2016. La série statistique est ensuite décomposée en quatre classes, correspondant à peu de choses près aux quartiles de la distribution statistique. Lorsque ce contexte est activé, la région sélectionnée est comparée aux autres régions partageant des caractéristiques similaires. Les catégories utilisées pour ce contexte sont les suivantes :
- Régions de moins de 2 600 000 habitants
- Régions entre 2 600 000 et 4 000 000 habitants
- Régions entre 4 000 000 et 6 000 000 habitants
- Régions entre 6 000 000 et 17 850 000 habitants","Ce filtre spatial peut être utilisé pour comparer les régions caractérisées par un poids démographique semblable. Il est proposé dans Regioviz afin de mieux rendre compte de l’hétérogénéité de taille démographique des mailles territoriales européennes. Il peut en effet paraître inopportun de comparer sur le même plan les valeurs régionales des îles Åland, peuplées de moins de 30 000 habitants et celle de l’Ile-de-France, peuplée de près de 13 000 000 d’habitants. Lorsque cet espace d'étude est activé, la région sélectionnée est comparée aux autres régions partageant des caractéristiques similaires.

 Les catégories proposées sont les suivantes :
- Régions de moins de 2 600 000 habitants
- Régions entre 2 600 000 et 4 000 000 habitants
- Régions entre 4 000 000 et 6 000 000 habitants
- Régions entre 6 000 000 et 17 850 000 habitants",Doc_Espace_etude_masse_demo.pdf
TypoGDPN12,Study Area,N12_POL,Niveau de richesse,,Maille Infra Nationale de Décision,,,,UMS RIATE,2017-09-11,"La typologie des niveaux de richesse prend en compte les valeurs de PIB par habitant en parité (2014) comparé à la moyenne de l'Union Européenne. Lorsque ce contexte est activé, la région sélectionnée est comparée aux autres régions partageant des caractéristiques similaires. Les catégories utilisées pour ce contexte sont les suivantes :
- PIB par habitant inférieur à 75 % de la moyenne de l'UE
- PIB par habitant entre 75 et 90% de la moyenne de l'UE
- PIB par habitant entre 90 et 110% de la moyenne de l'UE
- PIB par habitant supérieur à 110 % de la moyenne de l'UE","Ce filtre spatial peut être utilisé pour comparer les régions caractérisées par des niveaux de PIB par habitant similaires. Les seuils retenus pour définir les catégories de ce filtre sont aussi ceux qui sont utilisés par la Politique de Cohésion de l’Union Européenne. Les catégories créées pour cet espace d'étude prennent en compte les valeurs de PIB par habitant en parité (2014) comparé à la moyenne de l'Union Européenne. Lorsque cet espace d'étude est activé, la région sélectionnée est comparée aux autres régions partageant des caractéristiques similaires. 

Les catégories proposées sont les suivantes :
- PIB par habitant inférieur à 75 % de la moyenne de l'UE
- PIB par habitant entre 75 et 90% de la moyenne de l'UE
- PIB par habitant entre 90 et 110% de la moyenne de l'UE
- PIB par habitant supérieur à 110 % de la moyenne de l'UE",Doc_Espace_etude_richesse.pdf
TypoGDPN1,Study Area,N1,Niveau de richesse,,NUTS1,,,,UMS RIATE,2017-09-11,"La typologie des niveaux de richesse prend en compte les valeurs de PIB par habitant en parité (2014) comparé à la moyenne de l'Union Européenne. Lorsque ce contexte est activé, la région sélectionnée est comparée aux autres régions partageant des caractéristiques similaires. Les catégories utilisées pour ce contexte sont les suivantes :
- PIB par habitant inférieur à 75 % de la moyenne de l'UE
- PIB par habitant entre 75 et 90% de la moyenne de l'UE
- PIB par habitant entre 90 et 110% de la moyenne de l'UE
- PIB par habitant supérieur à 110 % de la moyenne de l'UE","Ce filtre spatial peut être utilisé pour comparer les régions caractérisées par des niveaux de PIB par habitant similaires. Les seuils retenus pour définir les catégories de ce filtre sont aussi ceux qui sont utilisés par la Politique de Cohésion de l’Union Européenne. Les catégories créées pour cet espace d'étude prennent en compte les valeurs de PIB par habitant en parité (2014) comparé à la moyenne de l'Union Européenne. Lorsque cet espace d'étude est activé, la région sélectionnée est comparée aux autres régions partageant des caractéristiques similaires. 

Les catégories proposées sont les suivantes :
- PIB par habitant inférieur à 75 % de la moyenne de l'UE
- PIB par habitant entre 75 et 90% de la moyenne de l'UE
- PIB par habitant entre 90 et 110% de la moyenne de l'UE
- PIB par habitant supérieur à 110 % de la moyenne de l'UE",Doc_Espace_etude_richesse.pdf
TypoEcoSpeN12,Study Area,N12_POL,Spécialisation économique,,Maille Infra Nationale de Décision,,,,UMS RIATE,2017-09-11,"La typologie des spécialisations économiques porte sur l'emploi par branche selon 9 postes de la NACE en 2016. La typologie a été réalisée à partir d'un traitement statistique combinant analyse factorielle des correspondances (AFC) et classification ascendante hiérarchique (CAH). Ce traitement statistique permet de dégager des groupes de régions qui partagent les mêmes caractéristiques de spécialisation d'emploi (surreprésentation d'une branche d'activité au regard des autres régions de l'Union Européenne). Les spécialisations économiques sont les suivantes :
- Activités spécialisées supérieures
- Profil moyen / administration publique et activités spécialisées
- Industrie
- Activités de service et de tourisme, agriculture
- Agriculture et pêche","Ce filtre spatial peut être utilisé pour comparer les régions qui partagent des similarités en termes de spécialisation de l’emploi. Les données reposent sur l’Enquête sur les Forces de Travail (LFS) agrégées en 8 postes d’activité en 2015. La typologie qui en résulte est issue d’un traitement statistique combinant analyse factorielle des correspondances (AFC) et classification ascendante hiérarchique (CAH).

Les spécialisations économiques qui en résultent sont les suivantes :
- Activités spécialisées supérieures
- Profil moyen / administration publique et activités spécialisées
- Industrie
- Activités de service et de tourisme, agriculture
- Agriculture et pêche",Doc_Espace_etude_specialisation_economique.pdf
TypoEcoSpeN1,Study Area,N1,Spécialisation économique,,NUTS1,,,,UMS RIATE,2017-09-11,"La typologie des spécialisations économiques porte sur l'emploi par branche selon 9 postes de la NACE en 2016. La typologie a été réalisée à partir d'un traitement statistique combinant analyse factorielle des correspondances (AFC) et classification ascendante hiérarchique (CAH). Ce traitement statistique permet de dégager des groupes de régions qui partagent les mêmes caractéristiques de spécialisation d'emploi (surreprésentation d'une branche d'activité au regard des autres régions de l'Union Européenne). Les spécialisations économiques sont les suivantes :
- Activités spécialisées supérieures
- Profil moyen / administration publique et activités spécialisées
- Industrie
- Activités de service et de tourisme, agriculture
- Agriculture et pêche","Ce filtre spatial peut être utilisé pour comparer les régions qui partagent des similarités en termes de spécialisation de l’emploi. Les données reposent sur l’Enquête sur les Forces de Travail (LFS) agrégées en 8 postes d’activité en 2015. La typologie qui en résulte est issue d’un traitement statistique combinant analyse factorielle des correspondances (AFC) et classification ascendante hiérarchique (CAH).

Les spécialisations économiques qui en résultent sont les suivantes :
- Activités spécialisées supérieures
- Profil moyen / administration publique et activités spécialisées
- Industrie
- Activités de service et de tourisme, agriculture
- Agriculture et pêche",Doc_Espace_etude_specialisation_economique.pdf
TypoEmpN12,Study Area,N12_POL,Evolution de l'emploi,,Maille Infra Nationale de Décision,,,,UMS RIATE,2017-09-11,"La typologie de la dynamique de l'emploi prend en compte le taux de croissance moyen annuel de l'emploi sur la période 2008-2016. La série statistique est ensuite décomposée en quatre classes, correspondant à peu de choses près aux quartiles de la distribution statistique. Lorsque ce contexte est activé, la région sélectionnée est comparée aux autres régions partageant des caractéristiques similaires. Les catégories utilisées pour ce contexte sont les suivantes :
- Régions caractérisées par une baisse importante de l'emploi (-3.62 - -0,79 %)
- Régions caractérisées par une baisse de l'emploi (-0,79 - 0 %)
- Régions caractérisées par une hausse de l'emploi (0 - 0,76 %)
- Régions caractérisées par une hausse importante de l'emploi (0,76 - 3,6 %)","Ce filtre spatial peut être utilisé pour comparer les régions caractérisées par des évolutions semblables de l’emploi entre 2008 et 2016. Le début de la période considérée est contemporain de la crise économique qui a eu des effets différenciés sur les marchés du travail régionaux. On distingue ainsi quatre catégories de régions, selon qu’elles sont caractérisées par une baisse importante, une baisse modérée, une hausse modérée ou une hausse importante de l’emploi sur toute la période considérée.

Les catégories proposées sont les suivantes :
- Régions caractérisées par une baisse importante de l'emploi (-3.62 - -0,79 %)
- Régions caractérisées par une baisse modérée de l'emploi (-0,79 - 0 %)
- Régions caractérisées par une hausse modérée de l'emploi (0 - 0,76 %)
- Régions caractérisées par une hausse importante de l'emploi (0,76 - 3,6 %)",Doc_Espace_etude_evol_emploi.pdf
TypoEmpN1,Study Area,N1,Evolution de l'emploi,,NUTS1,,,,UMS RIATE,2017-09-11,"La typologie de la dynamique de l'emploi prend en compte le taux de croissance moyen annuel de l'emploi sur la période 2008-2016. La série statistique est ensuite décomposée en quatre classes, correspondant à peu de choses près aux quartiles de la distribution statistique. Lorsque ce contexte est activé, la région sélectionnée est comparée aux autres régions partageant des caractéristiques similaires. Les catégories utilisées pour ce contexte sont les suivantes :
- Régions caractérisées par une baisse importante de l'emploi (-3.62 - -0,67 %)
- Régions caractérisées par une baisse ou stagnation de l'emploi (-0,67 – 0.24 %)
- Régions caractérisées par une hausse de l'emploi (0.24 - 0,79 %)
- Régions caractérisées par une hausse importante de l'emploi (0,79 – 3,2 %)","Ce filtre spatial peut être utilisé pour comparer les régions caractérisées par des évolutions semblables de l’emploi entre 2008 et 2016. Le début de la période considérée est contemporain de la crise économique qui a eu des effets différenciés sur les marchés du travail régionaux. On distingue ainsi quatre catégories de régions, selon qu’elles sont caractérisées par une baisse importante, une baisse modérée, une hausse modérée ou une hausse importante de l’emploi sur toute la période considérée.

Les catégories proposées sont les suivantes :
- Régions caractérisées par une baisse importante de l'emploi (-3.62 - -0,67 %)
- Régions caractérisées par une baisse modérée de l'emploi (-0,67 - 0 %)
- Régions caractérisées par une hausse modérée de l'emploi (0 - 0,79 %)
- Régions caractérisées par une hausse importante de l'emploi (0,79 - 3,6 %)",Doc_Espace_etude_evol_emploi.pdf
TypoDemoN12,Study Area,N12_POL,Évolution démographique,,Maille Infra Nationale de Décision,,,,UMS RIATE,2017-09-11,"La typologie des profils d'évolution démographique prend en compte le taux de croissance moyen annuel de la population sur la période 2007-2016. La série statistique est ensuite décomposée en quatre classes, correspondant à peu de choses près aux quartiles de la distribution statistique. Lorsque ce contexte est activé, la région sélectionnée est comparée aux autres régions partageant des caractéristiques similaires. Les catégories utilisées pour ce contexte sont les suivantes :
- Régions en décroissance démographique (-1.71 - 0 %)
- Régions en croissance démographique faible (0 - 0,24 %)
- Régions en croissance démographique modérée (0,24 - 0,63 %)
- Régions en forte croissance démographique (0,63 - 2,61 %)","Ce filtre spatial peut être utilisé pour comparer les régions caractérisées par des évolutions semblables de la population ces dix dernières années (2007-2016). Dans un contexte européen caractérisé par le ralentissement continu de la croissance démographique et par la diffusion des situations de déclin démographique à l’échelle des régions et même des États, quatre catégories de régions ont été identifiées :
- Régions en décroissance démographique (-1.71 - 0 %)
- Régions en croissance démographique faible (0 - 0,24 %)
- Régions en croissance démographique modérée (0,24 - 0,63 %)
- Régions en forte croissance démographique (0,63 - 2,61 %",Doc_Espace_etude_evol_demo.pdf
TypoDemoN1,Study Area,N1,Évolution démographique,,NUTS1,,,,UMS RIATE,2017-09-11,"La typologie des profils d'évolution démographique prend en compte le taux de croissance moyen annuel de la population sur la période 2007-2016. La série statistique est ensuite décomposée en quatre classes, correspondant à peu de choses près aux quartiles de la distribution statistique. Lorsque ce contexte est activé, la région sélectionnée est comparée aux autres régions partageant des caractéristiques similaires. Les catégories utilisées pour ce contexte sont les suivantes :
- Régions en décroissance démographique (-1.5 - 0 %)
- Régions en croissance démographique faible (0 - 0,24 %)
- Régions en croissance démographique modérée (0,24 - 0,61 %)
- Régions en forte croissance démographique (0,61 - 2,14 %)","Ce filtre spatial peut être utilisé pour comparer les régions caractérisées par des évolutions semblables de la population ces dix dernières années (2007-2016). Dans un contexte européen caractérisé par le ralentissement continu de la croissance démographique et par la diffusion des situations de déclin démographique à l’échelle des régions et même des États, quatre catégories de régions ont été identifiées :
- Régions en décroissance démographique (-1.5 - 0 %)
- Régions en croissance démographique faible (0 - 0,24 %)
- Régions en croissance démographique modérée (0,24 - 0,61 %)
- Régions en forte croissance démographique (0,61 - 2,14 %)",Doc_Espace_etude_evol_demo.pdf
