id,level,REGIOVIZ,DENS,POP,AREA,ZEMP,BV,EPCI,AU,TAU,UU,OLD_REG,REG,STOCK1,STOCK2,ratio1,STOCK3,STOCK4,ratio2,name
66114,UU,1,209.61439588688947,4077,1945,0,0,0,0,0,1,Languedoc-Roussillon,Occitanie,6714,1475,0.219690199582961,120277,2312,52.022923875432525,Millas
66115,UU,1,557.8631452581033,4647,833,0,0,0,0,0,1,Languedoc-Roussillon,Occitanie,2954,1359,0.460054163845633,167754,10611,15.809443030817077,Pollestres
66116,UU,1,455.20231213872836,4725,1038,0,0,0,0,0,1,Languedoc-Roussillon,Occitanie,6188,4044,0.6535229476405947,146106,7823,18.676466828582384,Sainte-Marie
66117,UU,1,789.4991922455573,4887,619,0,0,0,0,0,1,Languedoc-Roussillon,Occitanie,993,7068,7.117824773413897,132706,3048,43.53871391076115,Saleilles
66118,UU,1,108.3815698078259,4681,4319,0,0,0,0,0,1,Languedoc-Roussillon,Occitanie,7219,8425,1.167059149466685,108489,11250,9.643466666666667,Banyuls-sur-Mer
66201,UU,1,379.4117647058823,5547,1462,0,0,0,0,0,1,Languedoc-Roussillon,Occitanie,551,10168,18.45372050816697,128649,12507,10.286159750539698,Le Boulou
66202,UU,1,141.4549938347719,5736,4055,0,0,0,0,0,1,Languedoc-Roussillon,Occitanie,7609,10969,1.4415823367065317,172465,11920,14.468540268456376,Ille-sur-Têt
66203,UU,1,101.07015457788347,6800,6728,0,0,0,0,0,1,Languedoc-Roussillon,Occitanie,5668,3848,0.6788990825688074,142841,8598,16.613282158641546,Sorède
66204,UU,1,108.09466643800378,6303,5831,0,0,0,0,0,1,Languedoc-Roussillon,Occitanie,6635,5582,0.8412961567445365,160734,12859,12.499727817093087,Amélie-les-Bains-Palalda
66205,UU,1,224.19911286347954,9098,4058,0,0,0,0,0,1,Languedoc-Roussillon,Occitanie,5225,10877,2.0817224880382774,133121,10835,12.286202122750346,Prades
66206,UU,1,296.27192982456137,9457,3192,0,0,0,0,0,1,Languedoc-Roussillon,Occitanie,3228,7988,2.4745972738537794,137123,9593,14.294068591681434,Thuir
66301,UU,1,411.1074380165289,12436,3025,0,0,0,0,0,1,Languedoc-Roussillon,Occitanie,897,6034,6.7268673355629875,162042,5899,27.46940159349042,Canet-en-Roussillon
66302,UU,1,114.89968941492488,13688,11913,0,0,0,0,0,1,Languedoc-Roussillon,Occitanie,4058,5388,1.3277476589452932,178819,1595,112.11222570532915,Céret
66303,UU,1,344.7420634920635,17375,5040,0,0,0,0,0,1,Languedoc-Roussillon,Occitanie,7475,1677,0.22434782608695653,181930,6217,29.263310278269262,Saint-Laurent-de-la-Salanque
66401,UU,1,319.1943851083308,52300,16385,0,0,0,0,0,1,Languedoc-Roussillon,Occitanie,2388,10086,4.223618090452261,155835,5748,27.11116910229645,Saint-Cyprien
66601,UU,1,904.7913234486546,197715,21852,0,0,0,0,0,1,Languedoc-Roussillon,Occitanie,5325,9629,1.808262910798122,93008,9094,10.22740268308775,Perpignan
67000,UU,1,88.31684823898479,242957,275097,0,0,0,0,0,1,Alsace,Grand Est,1174,7623,6.493185689948893,179427,1088,164.91452205882354,NA
67101,UU,1,166.69029057406095,2352,1411,0,0,0,0,0,1,Alsace,Grand Est,4130,4003,0.9692493946731234,109401,10088,10.844666931007136,Offendorf
67102,UU,1,233.0620549338759,2291,983,0,0,0,0,0,1,Alsace,Grand Est,7337,2237,0.3048930080414338,142545,4521,31.529528865295287,Roeschwoog
67103,UU,1,100.17825311942958,2248,2244,0,0,0,0,0,1,Alsace,Grand Est,3738,6868,1.837346174424826,130384,656,198.7560975609756,Epfig
67104,UU,1,213.6986301369863,2340,1095,0,0,0,0,0,1,Alsace,Grand Est,2511,6473,2.5778574273197927,162220,9218,17.598177478845738,Furdenheim
67105,UU,1,198.67957746478874,2257,1136,0,0,0,0,0,1,Alsace,Grand Est,4988,4185,0.8390136327185245,142974,6835,20.917922457937088,Lauterbourg
67106,UU,1,202.51517779705117,2335,1153,0,0,0,0,0,1,Alsace,Grand Est,3795,8305,2.1884057971014492,175622,6615,26.549055177626606,Geudertheim
67107,UU,1,365.5221745350501,2555,699,0,0,0,0,0,1,Alsace,Grand Est,7471,2560,0.3426582786775532,169069,5262,32.130178639300645,Kilstett
67108,UU,1,126.78483505662234,2575,2031,0,0,0,0,0,1,Alsace,Grand Est,2542,10717,4.215971675845791,123770,3408,36.3174882629108,Hilsenheim
67109,UU,1,244.01114206128133,2628,1077,0,0,0,0,0,1,Alsace,Grand Est,2166,4314,1.9916897506925209,120300,1707,70.47451669595782,Dettwiller
67110,UU,1,159.67555040556198,2756,1726,0,0,0,0,0,1,Alsace,Grand Est,6423,2464,0.3836213607348591,125335,12778,9.80865550164345,Rhinau
67111,UU,1,184.7019867549669,2789,1510,0,0,0,0,0,1,Alsace,Grand Est,4169,10343,2.480930678819861,149941,5231,28.663926591473906,Weitbruch
67112,UU,1,190.81920903954804,2702,1416,0,0,0,0,0,1,Alsace,Grand Est,1167,2309,1.9785775492716366,123641,11287,10.954283689199965,Marmoutier
67113,UU,1,219.7718631178707,2890,1315,0,0,0,0,0,1,Alsace,Grand Est,2813,6141,2.183078563810878,90271,8712,10.361685032139578,Sessenheim
67114,UU,1,166.60527931246162,2714,1629,0,0,0,0,0,1,Alsace,Grand Est,2959,11430,3.8627914836093273,97417,9316,10.456955775010734,Mothern
67115,UU,1,196.82230869001296,3035,1542,0,0,0,0,0,1,Alsace,Grand Est,7361,3701,0.5027849476973237,104936,8175,12.836207951070337,Soultz-sous-Forêts
67116,UU,1,239.58677685950414,2899,1210,0,0,0,0,0,1,Alsace,Grand Est,3867,10314,2.6671838634600467,119950,11163,10.74531935859536,Villé
67117,UU,1,327.4712643678161,2849,870,0,0,0,0,0,1,Alsace,Grand Est,2367,5433,2.2953105196451205,122572,5107,24.00078323869199,Duttlenheim
67118,UU,1,381.1078140454995,3853,1011,0,0,0,0,0,1,Alsace,Grand Est,6534,4024,0.615855524946434,93055,6111,15.227458681066928,Truchtersheim
67119,UU,1,402.0689655172414,2915,725,0,0,0,0,0,1,Alsace,Grand Est,1137,3433,3.019349164467898,166032,12552,13.227533460803059,Schirrhein
67120,UU,1,215.05681818181816,3028,1408,0,0,0,0,0,1,Alsace,Grand Est,5910,3538,0.5986463620981387,180064,4283,42.041559654447816,Ittenheim
67121,UU,1,520.9302325581396,3584,688,0,0,0,0,0,1,Alsace,Grand Est,1707,7732,4.529584065612185,95012,11191,8.490036636582968,Holtzheim
67122,UU,1,166.17179215270414,3134,1886,0,0,0,0,0,1,Alsace,Grand Est,2342,7833,3.344577284372331,149387,6410,23.305304212168487,Scherwiller
67123,UU,1,99.53550099535501,3000,3014,0,0,0,0,0,1,Alsace,Grand Est,1157,3133,2.707865168539326,180739,1176,153.68962585034015,Andlau
67124,UU,1,185.22471910112358,3297,1780,0,0,0,0,0,1,Alsace,Grand Est,6433,1555,0.241722369034665,185438,8549,21.69119195227512,Gerstheim
67125,UU,1,191.91461836998707,2967,1546,0,0,0,0,0,1,Alsace,Grand Est,3020,8044,2.6635761589403972,152784,11377,13.429199261668279,Sarre-Union
67126,UU,1,170.03058103975533,3336,1962,0,0,0,0,0,1,Alsace,Grand Est,7447,6730,0.9037196186383779,121924,3976,30.664989939637827,Weyersheim
67127,UU,1,158.87715930902112,3311,2084,0,0,0,0,0,1,Alsace,Grand Est,7772,7827,1.0070766855378281,175042,995,175.921608040201,Seltz
67128,UU,1,98.25978868862649,3162,3218,0,0,0,0,0,1,Alsace,Grand Est,4803,5798,1.2071621902977305,108543,2618,41.460275019098546,Oberhaslach
67129,UU,1,137.67373811265543,3764,2734,0,0,0,0,0,1,Alsace,Grand Est,986,6703,6.798174442190669,117607,1604,73.32107231920199,Wittisheim
67130,UU,1,493.7226277372263,3382,685,0,0,0,0,0,1,Alsace,Grand Est,873,6499,7.444444444444445,186849,2868,65.14958158995816,Mertzwiller
67131,UU,1,240.8717624763108,3813,1583,0,0,0,0,0,1,Alsace,Grand Est,1369,8895,6.497443389335281,103861,3887,26.720092616413687,Gries
67132,UU,1,261.5926708949965,3712,1419,0,0,0,0,0,1,Alsace,Grand Est,6721,8729,1.2987650647225115,115704,2545,45.463261296660114,Dingsheim
67133,UU,1,155.5684007707129,4037,2595,0,0,0,0,0,1,Alsace,Grand Est,309,10294,33.31391585760518,152410,9846,15.479382490351412,Bouxwiller
67134,UU,1,147.21229449606864,4119,2798,0,0,0,0,0,1,Alsace,Grand Est,6930,4505,0.65007215007215,153750,10151,15.146291005812236,Betschdorf
67135,UU,1,122.70857814336075,4177,3404,0,0,0,0,0,1,Alsace,Grand Est,1253,7969,6.359936153232242,113135,11158,10.139361892812332,Marckolsheim
67136,UU,1,267.69141531322504,4615,1724,0,0,0,0,0,1,Alsace,Grand Est,483,4570,9.461697722567287,123579,3165,39.04549763033175,Gambsheim
67137,UU,1,265.7368101879927,4382,1649,0,0,0,0,0,1,Alsace,Grand Est,2226,4201,1.8872416891284816,120166,2246,53.502226179875336,Hoerdt
67138,UU,1,80.8406113537118,4443,5496,0,0,0,0,0,1,Alsace,Grand Est,4453,4792,1.0761284527284976,98867,10943,9.034725395229827,Boersch
67139,UU,1,336.45251396648047,4818,1432,0,0,0,0,0,1,Alsace,Grand Est,4129,4437,1.0745943327682248,121829,11325,10.757527593818985,Herrlisheim
67140,UU,1,232.4965769055226,5094,2191,0,0,0,0,0,1,Alsace,Grand Est,5581,9129,1.6357283640924565,115669,6389,18.104398184379402,NA
67141,UU,1,371.32132132132136,4946,1332,0,0,0,0,0,1,Alsace,Grand Est,4746,7229,1.5231774125579436,115278,3438,33.5305410122164,Soufflenheim
67201,UU,1,320.3272498426684,5090,1589,0,0,0,0,0,1,Alsace,Grand Est,6847,3190,0.46589747334599096,108408,8937,12.130245048674052,Drusenheim
67202,UU,1,187.04906204906203,5185,2772,0,0,0,0,0,1,Alsace,Grand Est,6663,9834,1.4759117514633049,175334,4520,38.79070796460177,Ingwiller
67203,UU,1,258.75055383252106,5840,2257,0,0,0,0,0,1,Alsace,Grand Est,4574,11268,2.463489287275907,123502,11145,11.08138178555406,Marlenheim
67204,UU,1,168.84950435566236,5621,3329,0,0,0,0,0,1,Alsace,Grand Est,4829,7636,1.581279768067923,93951,2591,36.26051717483597,Châtenois
67205,UU,1,375.0167000668003,5614,1497,0,0,0,0,0,1,Alsace,Grand Est,7303,3366,0.4609064767903601,124125,7024,17.671554669703873,Wasselonne
67206,UU,1,226.29293328069485,5732,2533,0,0,0,0,0,1,Alsace,Grand Est,2487,2369,0.9525532770406112,102431,5173,19.80108254397835,La Wantzenau
67207,UU,1,614.8467432950191,6419,1044,0,0,0,0,0,1,Alsace,Grand Est,193,6196,32.10362694300518,97837,7063,13.85204587285856,Val de Moder
67208,UU,1,261.8724046810117,6937,2649,0,0,0,0,0,1,Alsace,Grand Est,5031,2069,0.41125024845955077,168188,7016,23.972063854047892,Entzheim
67209,UU,1,322.03160270880363,7133,2215,0,0,0,0,0,1,Alsace,Grand Est,4910,2077,0.4230142566191446,124682,2669,46.71487448482578,Geispolsheim
67210,UU,1,408.8682018618324,8345,2041,0,0,0,0,0,1,Alsace,Grand Est,335,10972,32.75223880597015,136509,3002,45.472684876748836,Benfeld
67211,UU,1,195.68904593639576,8307,4245,0,0,0,0,0,1,Alsace,Grand Est,3591,3039,0.8462823725981621,187516,538,348.542750929368,Rosheim
67212,UU,1,161.94154488517745,7757,4790,0,0,0,0,0,1,Alsace,Grand Est,7101,4108,0.5785100690043656,155542,11509,13.514814493005474,Wissembourg (partie française)
67213,UU,1,313.1710570190063,9392,2999,0,0,0,0,0,1,Alsace,Grand Est,7554,9574,1.2674079957638338,125667,8946,14.04728370221328,Barr
67301,UU,1,289.2962598425197,11757,4064,0,0,0,0,0,1,Alsace,Grand Est,1134,1272,1.1216931216931216,106388,848,125.45754716981132,Erstein
67302,UU,1,289.52234206471496,11274,3894,0,0,0,0,0,1,Alsace,Grand Est,4634,11122,2.4000863185153216,160787,7854,20.471988795518207,Brumath
67303,UU,1,397.02209414024975,12399,3123,0,0,0,0,0,1,Alsace,Grand Est,5594,5855,1.0466571326421166,160129,3543,45.19587919841942,Obernai
67304,UU,1,116.1526533425224,13483,11608,0,0,0,0,0,1,Alsace,Grand Est,2277,6372,2.7984189723320156,92709,9569,9.68847319469119,La Broque
67305,UU,1,201.85749930690324,14562,7214,0,0,0,0,0,1,Alsace,Grand Est,4838,6164,1.274080198429103,160763,11997,13.400266733350005,Reichshoffen - Niederbronn-les-Bains
67306,UU,1,407.50421585160205,19332,4744,0,0,0,0,0,1,Alsace,Grand Est,6233,11241,1.8034654259586074,94472,3222,29.320918684047175,Sélestat
67307,UU,1,272.87749287749284,19156,7020,0,0,0,0,0,1,Alsace,Grand Est,6691,9611,1.4364071140337766,132529,8848,14.978413200723327,Saverne
67401,UU,1,389.3068720379147,26286,6752,0,0,0,0,0,1,Alsace,Grand Est,3878,10396,2.6807632800412584,168093,3692,45.52898158179848,Molsheim
67501,UU,1,249.00430343430932,59019,23702,0,0,0,0,0,1,Alsace,Grand Est,4459,3455,0.7748374074904687,160589,9302,17.263921737260805,Haguenau
67701,UU,1,1892.5170913610937,456759,24135,0,0,0,0,0,1,Alsace,Grand Est,7640,11882,1.5552356020942408,175370,3806,46.077246452969,Strasbourg (partie française)
68000,UU,1,90.42549027283047,161707,178829,0,0,0,0,0,1,Alsace,Grand Est,4932,6203,1.2577047850770477,120059,4744,25.30754637436762,NA
68101,UU,1,169.64560862865946,2202,1298,0,0,0,0,0,1,Alsace,Grand Est,6658,6232,0.9360168218684289,161877,1312,123.38185975609755,Hirsingue
68102,UU,1,164.47076239822354,2222,1351,0,0,0,0,0,1,Alsace,Grand Est,5042,10686,2.1193970646568823,176324,3633,48.53399394439857,Labaroche
68103,UU,1,153.19148936170214,2520,1645,0,0,0,0,0,1,Alsace,Grand Est,4880,8979,1.8399590163934427,104678,6490,16.129121725731896,Biesheim
68104,UU,1,412.00631911532383,2608,633,0,0,0,0,0,1,Alsace,Grand Est,4557,5778,1.2679394338380514,89479,5555,16.107830783078306,Eschentzwiller
68105,UU,1,108.93962848297214,2815,2584,0,0,0,0,0,1,Alsace,Grand Est,4614,5928,1.2847854356306891,149775,8662,17.291041329946893,Sainte-Croix-en-Plaine
68106,UU,1,84.2366159947125,2549,3026,0,0,0,0,0,1,Alsace,Grand Est,4313,5862,1.359146765592395,122606,12135,10.10350226617223,Lièpvre
68107,UU,1,215.1888974556669,2791,1297,0,0,0,0,0,1,Alsace,Grand Est,4899,4796,0.9789753010818535,184216,11947,15.419435841633883,Hochstatt
68108,UU,1,294.2421676545301,3475,1181,0,0,0,0,0,1,Alsace,Grand Est,7683,8493,1.1054275673565013,141431,8374,16.88930021495104,Porte du Ried
68109,UU,1,116.32290184921763,3271,2812,0,0,0,0,0,1,Alsace,Grand Est,2804,1521,0.5424393723252496,151979,8813,17.244865539543856,Fessenheim
68110,UU,1,146.19498148909912,3554,2431,0,0,0,0,0,1,Alsace,Grand Est,7171,10030,1.398689164691117,177210,9881,17.934419593158587,Burnhaupt-le-Haut
68111,UU,1,107.01698173662288,3340,3121,0,0,0,0,0,1,Alsace,Grand Est,2047,3768,1.840742550073278,172658,10856,15.904384672070744,Soultzmatt
68112,UU,1,163.73436826218196,3797,2319,0,0,0,0,0,1,Alsace,Grand Est,3646,3694,1.0131651124520022,123698,9566,12.931005644992682,Masevaux-Niederbruck
68113,UU,1,297.5669099756691,3669,1233,0,0,0,0,0,1,Alsace,Grand Est,1419,3427,2.4150810429880196,100927,6952,14.517692750287686,Waldighofen
68114,UU,1,55.3183153770813,2824,5105,0,0,0,0,0,1,Alsace,Grand Est,844,3958,4.68957345971564,176049,3543,49.68924640135479,Kirchberg
68115,UU,1,241.8857142857143,4233,1750,0,0,0,0,0,1,Alsace,Grand Est,3814,2820,0.7393812270582066,92468,9987,9.258836487433664,Sierentz
68116,UU,1,79.69842657342657,3647,4576,0,0,0,0,0,1,Alsace,Grand Est,5967,7897,1.3234456175632647,173871,2496,69.65985576923077,Orbey
68117,UU,1,207.94701986754967,4082,1963,0,0,0,0,0,1,Alsace,Grand Est,4322,10633,2.460203609440074,141606,4726,29.96318239526026,Illfurth
68118,UU,1,290.35262807717896,4364,1503,0,0,0,0,0,1,Alsace,Grand Est,4344,4096,0.9429097605893186,161439,11257,14.341209913831394,Blotzheim
68119,UU,1,158.9347742184485,4118,2591,0,0,0,0,0,1,Alsace,Grand Est,6336,2642,0.41698232323232326,121216,6283,19.292694572656373,Landser
68120,UU,1,323.9268680445151,4075,1258,0,0,0,0,0,1,Alsace,Grand Est,702,6449,9.186609686609687,188089,7325,25.67767918088737,Zillisheim
68121,UU,1,170.97571016879374,4153,2429,0,0,0,0,0,1,Alsace,Grand Est,4539,5468,1.2046706322978629,150292,12523,12.001277649125608,Andolsheim
68122,UU,1,133.74603174603175,4213,3150,0,0,0,0,0,1,Alsace,Grand Est,6822,2537,0.37188507768982704,130435,2088,62.468869731800766,Bennwihr
68123,UU,1,113.22830707676918,4528,3999,0,0,0,0,0,1,Alsace,Grand Est,5032,11797,2.34439586645469,91743,12281,7.470320006514127,Rouffach
68124,UU,1,148.4141791044776,4773,3216,0,0,0,0,0,1,Alsace,Grand Est,135,4253,31.503703703703703,89541,5125,17.471414634146342,Ribeauvillé
68201,UU,1,143.1794333683106,5458,3812,0,0,0,0,0,1,Alsace,Grand Est,3543,9790,2.7631950324583685,100406,9490,10.580189673340358,Dannemarie
68202,UU,1,311.87717265353416,5383,1726,0,0,0,0,0,1,Alsace,Grand Est,7282,2199,0.3019774787146388,173819,10835,16.0423627134287,Neuf-Brisach
68203,UU,1,143.272239606616,6410,4474,0,0,0,0,0,1,Alsace,Grand Est,2892,5077,1.7555325034578146,118204,7897,14.968215778143598,Kaysersberg Vignoble
68204,UU,1,99.0553121577218,7235,7304,0,0,0,0,0,1,Alsace,Grand Est,3681,7616,2.069002988318392,117852,10064,11.710254372019078,Sainte-Marie-aux-Mines
68205,UU,1,297.35234215885947,8760,2946,0,0,0,0,0,1,Alsace,Grand Est,1712,1883,1.0998831775700935,109656,8908,12.309833857207005,Kembs
68206,UU,1,288.8529886914378,8940,3095,0,0,0,0,0,1,Alsace,Grand Est,4380,5786,1.3210045662100456,113793,8125,14.005292307692308,Altkirch
68207,UU,1,188.40723801948698,9475,5029,0,0,0,0,0,1,Alsace,Grand Est,4202,4034,0.9600190385530699,169515,4725,35.87619047619047,Ensisheim
68301,UU,1,100.13793103448276,10164,10150,0,0,0,0,0,1,Alsace,Grand Est,937,8467,9.036286019210246,151443,1427,106.12683952347582,Saint-Amarin
68302,UU,1,119.16449609296733,11895,9982,0,0,0,0,0,1,Alsace,Grand Est,5346,9861,1.8445566778900113,188449,11781,15.99601052542229,Munster
68401,UU,1,244.39525559639156,29259,11972,0,0,0,0,0,1,Alsace,Grand Est,5520,11950,2.164855072463768,178562,10449,17.088908029476507,Guebwiller
68402,UU,1,315.60185642342253,31961,10127,0,0,0,0,0,1,Alsace,Grand Est,7430,5740,0.7725437415881561,102296,6197,16.507342262385023,Thann - Cernay
68403,UU,1,806.1111111111112,37726,4680,0,0,0,0,0,1,Alsace,Grand Est,609,7615,12.504105090311986,106181,6328,16.77955120101138,Bâle (SUI) - Saint-Louis (partie française)
68501,UU,1,692.2234636871508,92931,13425,0,0,0,0,0,1,Alsace,Grand Est,3391,2788,0.82217634915954,179383,12086,14.842214132053616,Colmar
68701,UU,1,1054.1831651551922,247596,23487,0,0,0,0,0,1,Alsace,Grand Est,2871,2314,0.8059909439219785,179774,11196,16.05698463737049,Mulhouse
69000,UU,1,65.17466753897875,100616,154379,0,0,0,0,0,1,Rhône-Alpes,Auvergne-Rhône-Alpes,2913,11396,3.9121180913147957,185118,6432,28.78078358208955,NA
69101,UU,1,499.4106090373281,2542,509,0,0,0,0,0,1,Rhône-Alpes,Auvergne-Rhône-Alpes,7345,2705,0.3682777399591559,139901,11293,12.388293633224121,Toussieu
69102,UU,1,88.84411986905062,3528,3971,0,0,0,0,0,1,Rhône-Alpes,Auvergne-Rhône-Alpes,7370,3287,0.44599728629579377,180496,10088,17.892149088025377,Beaujeu
69103,UU,1,876.1670761670763,3566,407,0,0,0,0,0,1,Rhône-Alpes,Auvergne-Rhône-Alpes,7743,7334,0.9471780963450859,156292,6186,25.265438086000646,Saint-Symphorien-sur-Coise
69104,UU,1,284.5454545454545,3756,1320,0,0,0,0,0,1,Rhône-Alpes,Auvergne-Rhône-Alpes,6637,6964,1.0492692481542867,93191,12648,7.368042378241619,Pusignan
69105,UU,1,99.89733059548254,3892,3896,0,0,0,0,0,1,Rhône-Alpes,Auvergne-Rhône-Alpes,4450,4056,0.9114606741573034,130539,5350,24.39981308411215,Saint-Martin-en-Haut
69106,UU,1,236.50875386199792,4593,1942,0,0,0,0,0,1,Rhône-Alpes,Auvergne-Rhône-Alpes,6749,9656,1.4307304785894206,103162,6985,14.76907659269864,Cours
69107,UU,1,158.21049022968802,4615,2917,0,0,0,0,0,1,Rhône-Alpes,Auvergne-Rhône-Alpes,1814,2662,1.4674751929437706,134386,6876,19.544211751018032,Saint-Pierre-de-Chandieu
69201,UU,1,129.82456140350877,5032,3876,0,0,0,0,0,1,Rhône-Alpes,Auvergne-Rhône-Alpes,1617,9222,5.703153988868275,107810,12693,8.49365792168912,Amplepuis
69202,UU,1,267.23915843709744,6224,2329,0,0,0,0,0,1,Rhône-Alpes,Auvergne-Rhône-Alpes,6796,1701,0.2502942907592702,171504,5748,29.83716075156576,Saint-Germain-au-Mont-d'Or
69203,UU,1,143.4322986954566,6377,4446,0,0,0,0,0,1,Rhône-Alpes,Auvergne-Rhône-Alpes,5979,8567,1.4328483023917042,141085,753,187.36387782204514,Thizy
69204,UU,1,484.89626556016594,5843,1205,0,0,0,0,0,1,Rhône-Alpes,Auvergne-Rhône-Alpes,1331,6962,5.230653643876784,95578,9175,10.417220708446866,Jonage
69205,UU,1,299.46262823644355,6130,2047,0,0,0,0,0,1,Rhône-Alpes,Auvergne-Rhône-Alpes,1600,3828,2.3925,155272,4692,33.09292412617221,Mornant
69206,UU,1,119.56657312129717,7669,6414,0,0,0,0,0,1,Rhône-Alpes,Auvergne-Rhône-Alpes,1571,1980,1.2603437301082114,150726,9236,16.319402338674752,Saint-Étienne-des-Oullières
69207,UU,1,168.8462799082268,10303,6102,0,0,0,0,0,1,Rhône-Alpes,Auvergne-Rhône-Alpes,5668,9566,1.6877205363443895,171228,2659,64.39563745769087,Le Bois-d'Oingt
69301,UU,1,343.5543018335684,12179,3545,0,0,0,0,0,1,Rhône-Alpes,Auvergne-Rhône-Alpes,3259,8202,2.5167229211414543,174294,6387,27.288868013151713,Saint-Laurent-de-Mure
69302,UU,1,310.33514323160455,16575,5341,0,0,0,0,0,1,Rhône-Alpes,Auvergne-Rhône-Alpes,5624,8915,1.5851706970128023,187406,2077,90.22917669715936,Tarare
69303,UU,1,291.32465326917634,20585,7066,0,0,0,0,0,1,Rhône-Alpes,Auvergne-Rhône-Alpes,3777,6271,1.6603124172623775,125681,6046,20.787462785312602,L'Arbresle
70000,UU,1,28.83153976675023,139504,483859,0,0,0,0,0,1,Franche-Comté,Bourgogne-Franche-Comté,5798,10418,1.7968264918937564,106199,1976,53.74443319838057,NA
70101,UU,1,54.575402635431914,2982,5464,0,0,0,0,0,1,Franche-Comté,Bourgogne-Franche-Comté,3877,8427,2.1735878256383803,181684,5717,31.779604687773308,Plancher-les-Mines
70102,UU,1,123.61788617886178,3041,2460,0,0,0,0,0,1,Franche-Comté,Bourgogne-Franche-Comté,6545,11496,1.7564553093964859,135918,10483,12.965563292950492,Port-sur-Saône
70103,UU,1,75.28722157092615,3211,4265,0,0,0,0,0,1,Franche-Comté,Bourgogne-Franche-Comté,612,8750,14.297385620915033,145595,7491,19.435989854492057,Mélisey
70104,UU,1,72.81572290328859,3742,5139,0,0,0,0,0,1,Franche-Comté,Bourgogne-Franche-Comté,7843,11302,1.4410302180288155,93075,5141,18.104454386306166,Fougerolles
70105,UU,1,157.95988049509177,3701,2343,0,0,0,0,0,1,Franche-Comté,Bourgogne-Franche-Comté,2624,9802,3.7355182926829267,187455,2229,84.09825033647375,Saint-Loup-sur-Semouse
70201,UU,1,110.40634291377603,6684,6054,0,0,0,0,0,1,Franche-Comté,Bourgogne-Franche-Comté,713,7861,11.025245441795231,159864,7421,21.542110227732113,Champagney - Ronchamp
70301,UU,1,234.01277013752457,9529,4072,0,0,0,0,0,1,Franche-Comté,Bourgogne-Franche-Comté,4697,8960,1.9076005961251863,109957,7223,15.223175965665236,Gray
70302,UU,1,269.3269230769231,11204,4160,0,0,0,0,0,1,Franche-Comté,Bourgogne-Franche-Comté,7417,8315,1.1210732101928003,125670,1176,106.86224489795919,Lure
70303,UU,1,400.4728992360858,11009,2749,0,0,0,0,0,1,Franche-Comté,Bourgogne-Franche-Comté,6933,11504,1.659310543776143,175158,4121,42.503761223004126,Héricourt
70304,UU,1,169.6185649506535,12718,7498,0,0,0,0,0,1,Franche-Comté,Bourgogne-Franche-Comté,5054,4978,0.9849624060150376,188624,1390,135.70071942446043,Luxeuil-les-Bains
70401,UU,1,432.01011002081475,29057,6726,0,0,0,0,0,1,Franche-Comté,Bourgogne-Franche-Comté,1442,1744,1.2094313453536754,91488,11895,7.691298865069357,Vesoul
71000,UU,1,31.621211133209435,232765,736104,0,0,0,0,0,1,Bourgogne,Bourgogne-Franche-Comté,6604,6642,1.0057540884312537,138354,10187,13.581427309315794,NA
71101,UU,1,182.82828282828282,2172,1188,0,0,0,0,0,1,Bourgogne,Bourgogne-Franche-Comté,6468,7917,1.224025974025974,156199,12852,12.153672580143168,Buxy
71102,UU,1,88.4393063583815,2295,2595,0,0,0,0,0,1,Bourgogne,Bourgogne-Franche-Comté,5495,8715,1.585987261146497,103026,7923,13.00340780007573,Épinac
71103,UU,1,261.40724946695093,2452,938,0,0,0,0,0,1,Bourgogne,Bourgogne-Franche-Comté,1593,5815,3.650345260514752,181038,7116,25.44097807757167,Saint-Martin-Belle-Roche
71104,UU,1,63.52941176470588,2646,4165,0,0,0,0,0,1,Bourgogne,Bourgogne-Franche-Comté,5962,9146,1.534048976853405,181736,1364,133.2375366568915,Verdun-sur-le-Doubs
71105,UU,1,138.05708562844265,2757,1997,0,0,0,0,0,1,Bourgogne,Bourgogne-Franche-Comté,6394,9842,1.539255552080075,91151,11319,8.0529198692464,Charolles
71106,UU,1,133.9057683839718,3041,2271,0,0,0,0,0,1,Bourgogne,Bourgogne-Franche-Comté,6632,11015,1.6608866103739446,182229,10890,16.733608815426997,Ouroux-sur-Saône
71107,UU,1,59.996106677048864,3082,5137,0,0,0,0,0,1,Bourgogne,Bourgogne-Franche-Comté,2530,3905,1.5434782608695652,125828,8283,15.191114330556562,Gergy
71108,UU,1,117.30337078651685,3132,2670,0,0,0,0,0,1,Bourgogne,Bourgogne-Franche-Comté,5926,11488,1.9385757678029025,156811,11623,13.491439387421492,Sennecey-le-Grand
71109,UU,1,82.87369001654716,3005,3626,0,0,0,0,0,1,Bourgogne,Bourgogne-Franche-Comté,2682,7241,2.6998508575689786,153141,2708,56.551329394387004,Marcigny
71110,UU,1,104.40867739678097,2984,2858,0,0,0,0,0,1,Bourgogne,Bourgogne-Franche-Comté,1082,3829,3.5388170055452863,109459,9148,11.965347616965458,La Clayette
71111,UU,1,139.78617793050782,3661,2619,0,0,0,0,0,1,Bourgogne,Bourgogne-Franche-Comté,5461,6411,1.1739608130379051,144412,9254,15.605359844391614,Givry
